1683795364,363114;191204,000000;0,002000;0,005799;0,006901;0,000229;0,000306;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,363114;191205,000000;0,002000;0,005798;0,006906;0,000230;0,000308;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,363114;191206,000000;0,002000;0,005805;0,006896;0,000227;0,000306;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,363114;191207,000000;0,002000;0,005796;0,006902;0,000233;0,000309;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,363114;191208,000000;0,002000;0,005799;0,006907;0,000228;0,000305;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,363114;191209,000000;0,002000;0,005807;0,006901;0,000230;0,000309;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,363114;191210,000000;0,002000;0,005804;0,006900;0,000229;0,000305;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,363114;191211,000000;0,002000;0,005803;0,006907;0,000229;0,000305;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,377117;191212,000000;0,002000;0,005804;0,006901;0,000229;0,000308;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,377117;191213,000000;0,002000;0,005798;0,006905;0,000230;0,000306;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,377117;191214,000000;0,002000;0,005798;0,006904;0,000230;0,000308;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,377117;191215,000000;0,002000;0,005802;0,006903;0,000225;0,000303;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,377117;191216,000000;0,002000;0,005801;0,006909;0,000228;0,000306;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,377117;191217,000000;0,002000;0,005803;0,006903;0,000233;0,000305;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,377117;191218,000000;0,002000;0,005798;0,006901;0,000229;0,000304;0,000271;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,390655;191219,000000;0,002000;0,005807;0,006901;0,000230;0,000306;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,390655;191220,000000;0,002000;0,005804;0,006901;0,000229;0,000305;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000567
1683795364,390655;191221,000000;0,002000;0,005799;0,006906;0,000231;0,000306;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,390655;191222,000000;0,002000;0,005801;0,006900;0,000227;0,000306;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,390655;191223,000000;0,002000;0,005800;0,006903;0,000229;0,000305;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,390655;191224,000000;0,002000;0,005798;0,006899;0,000231;0,000307;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,403930;191225,000000;0,002000;0,005800;0,006901;0,000232;0,000306;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,403930;191226,000000;0,002000;0,005801;0,006909;0,000229;0,000307;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,403930;191227,000000;0,002000;0,005809;0,006900;0,000229;0,000308;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,403930;191228,000000;0,002000;0,005799;0,006905;0,000232;0,000309;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,403930;191229,000000;0,002000;0,005804;0,006902;0,000231;0,000308;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,403930;191230,000000;0,002000;0,005801;0,006904;0,000227;0,000304;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,403930;191231,000000;0,002000;0,005800;0,006908;0,000232;0,000308;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,418389;191232,000000;0,002000;0,005796;0,006900;0,000228;0,000307;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,418389;191233,000000;0,002000;0,005797;0,006906;0,000233;0,000307;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,418389;191234,000000;0,002000;0,005803;0,006902;0,000227;0,000306;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000565
1683795364,418389;191235,000000;0,002000;0,005797;0,006903;0,000230;0,000307;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,418389;191236,000000;0,002000;0,005800;0,006907;0,000230;0,000305;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000561
1683795364,418389;191237,000000;0,002000;0,005805;0,006904;0,000228;0,000305;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,418389;191238,000000;0,002000;0,005798;0,006901;0,000231;0,000306;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,432761;191239,000000;0,002000;0,005801;0,006902;0,000227;0,000306;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,432761;191240,000000;0,002000;0,005802;0,006899;0,000231;0,000306;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,432761;191241,000000;0,002000;0,005802;0,006908;0,000230;0,000306;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000567
1683795364,432761;191242,000000;0,002000;0,005806;0,006899;0,000228;0,000306;0,000274;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,432761;191243,000000;0,002000;0,005796;0,006901;0,000229;0,000308;0,000276;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,432761;191244,000000;0,002000;0,005812;0,006900;0,000227;0,000304;0,000272;-0,025008;-0,025004;-0,025038;-0,025014;0,000562
1683795364,432761;191245,000000;0,002000;0,005800;0,006903;0,000230;0,000306;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000566
1683795364,447053;191246,000000;0,002000;0,005803;0,006905;0,000228;0,000307;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000561
1683795364,447053;191247,000000;0,002000;0,005802;0,006897;0,000228;0,000307;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,447053;191248,000000;0,002000;0,005800;0,006906;0,000230;0,000307;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
1683795364,447053;191249,000000;0,002000;0,005806;0,006900;0,000229;0,000304;0,000275;-0,025008;-0,025004;-0,025038;-0,025014;0,000563
1683795364,447053;191250,000000;0,002000;0,005797;0,006904;0,000230;0,000307;0,000273;-0,025008;-0,025004;-0,025038;-0,025014;0,000564
